Name,title,,,,,,,,namespace,wiki,url,edit_count,characters_added,references_added,new,deleted,pageviews,pageviews_link
Ayana V. Jackson  ,Ayana,V.,Jackson,,,,,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Ayana_V._Jackson,1,21,21,FALSE,FALSE,3527,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-10-06&end=2099-01-01&project=en.wikipedia.org&pages=Ayana_V._Jackson
Ballard (surname)   ,Ballard,(surname),,,,,,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Ballard_(surname),1,66,66,FALSE,FALSE,6834,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-10-06&end=2099-01-01&project=en.wikipedia.org&pages=Ballard_(surname)
Barbara Finlayson-Pitts   ,Barbara,Finlayson-Pitts,,,,,,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Barbara_Finlayson-Pitts,1,40,40,TRUE,FALSE,42,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-10-06&end=2099-01-01&project=en.wikipedia.org&pages=Barbara_Finlayson-Pitts
Barbara J. Finlayson-Pitts  ,Barbara,J.,Finlayson-Pitts,,,,,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Barbara_J._Finlayson-Pitts,34,6160,6089,FALSE,FALSE,1053,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-10-06&end=2099-01-01&project=en.wikipedia.org&pages=Barbara_J._Finlayson-Pitts
Barbara Liskov   ,Barbara,Liskov,,,,,,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Barbara_Liskov,2,346,346,FALSE,FALSE,22614,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-10-06&end=2099-01-01&project=en.wikipedia.org&pages=Barbara_Liskov
Barbara Maher   ,Barbara,Maher,,,,,,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Barbara_Maher,1,70,70,FALSE,FALSE,365,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-10-06&end=2099-01-01&project=en.wikipedia.org&pages=Barbara_Maher
Barbara P. McCarthy  ,Barbara,P.,McCarthy,,,,,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Barbara_P._McCarthy,8,895,890,FALSE,FALSE,1709,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-10-06&end=2099-01-01&project=en.wikipedia.org&pages=Barbara_P._McCarthy
Barry J. Beitzel  ,Barry,J.,Beitzel,,,,,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Barry_J._Beitzel,1,0,-4,FALSE,FALSE,747,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-10-06&end=2099-01-01&project=en.wikipedia.org&pages=Barry_J._Beitzel
Bartholomew Parr   ,Bartholomew,Parr,,,,,,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Bartholomew_Parr,1,36,36,FALSE,FALSE,25,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-10-06&end=2099-01-01&project=en.wikipedia.org&pages=Bartholomew_Parr
Bates method   ,Bates,method,,,,,,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Bates_method,1,12,12,FALSE,FALSE,15667,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-10-06&end=2099-01-01&project=en.wikipedia.org&pages=Bates_method
Bathyal zone   ,Bathyal,zone,,,,,,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Bathyal_zone,1,877,877,FALSE,FALSE,31544,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-10-06&end=2099-01-01&project=en.wikipedia.org&pages=Bathyal_zone
Bathymetry    ,Bathymetry,,,,,,,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Bathymetry,1,1,1,FALSE,FALSE,40449,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-10-06&end=2099-01-01&project=en.wikipedia.org&pages=Bathymetry
Bazoline Estelle Usher  ,Bazoline,Estelle,Usher,,,,,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Bazoline_Estelle_Usher,5,954,954,FALSE,FALSE,1519,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-10-06&end=2099-01-01&project=en.wikipedia.org&pages=Bazoline_Estelle_Usher
Beatrice Hahn   ,Beatrice,Hahn,,,,,,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Beatrice_Hahn,23,4299,4153,FALSE,FALSE,2076,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-10-06&end=2099-01-01&project=en.wikipedia.org&pages=Beatrice_Hahn
Beatrice Willard   ,Beatrice,Willard,,,,,,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Beatrice_Willard,1,7,7,FALSE,FALSE,165,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-10-06&end=2099-01-01&project=en.wikipedia.org&pages=Beatrice_Willard
Beckman Coulter   ,Beckman,Coulter,,,,,,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Beckman_Coulter,1,2,2,FALSE,FALSE,8723,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-10-06&end=2099-01-01&project=en.wikipedia.org&pages=Beckman_Coulter
Becky Birtha   ,Becky,Birtha,,,,,,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Becky_Birtha,4,267,267,FALSE,FALSE,1293,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-10-06&end=2099-01-01&project=en.wikipedia.org&pages=Becky_Birtha
Begum Rokeya   ,Begum,Rokeya,,,,,,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Begum_Rokeya,3,775,581,FALSE,FALSE,10606,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-10-06&end=2099-01-01&project=en.wikipedia.org&pages=Begum_Rokeya
Being Impossible   ,Being,Impossible,,,,,,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Being_Impossible,1,0,0,FALSE,FALSE,4009,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-10-06&end=2099-01-01&project=en.wikipedia.org&pages=Being_Impossible
Belle Fligelman Winestine  ,Belle,Fligelman,Winestine,,,,,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Belle_Fligelman_Winestine,1,29,29,FALSE,FALSE,284,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-10-06&end=2099-01-01&project=en.wikipedia.org&pages=Belle_Fligelman_Winestine
Belle Linsky   ,Belle,Linsky,,,,,,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Belle_Linsky,20,1081,670,FALSE,FALSE,726,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-10-06&end=2099-01-01&project=en.wikipedia.org&pages=Belle_Linsky
Belva Ann Lockwood  ,Belva,Ann,Lockwood,,,,,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Belva_Ann_Lockwood,1,0,-6,FALSE,FALSE,10531,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-10-06&end=2099-01-01&project=en.wikipedia.org&pages=Belva_Ann_Lockwood
Ben T. Epps  ,Ben,T.,Epps,,,,,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Ben_T._Epps,1,273,273,FALSE,FALSE,1866,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-10-06&end=2099-01-01&project=en.wikipedia.org&pages=Ben_T._Epps
Benita Martínez Pastoriza  ,Benita,Martínez,Pastoriza,,,,,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Benita_Martínez_Pastoriza,4,933,933,FALSE,FALSE,361,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-10-06&end=2099-01-01&project=en.wikipedia.org&pages=Benita_Martínez_Pastoriza
Benjamin Peirce   ,Benjamin,Peirce,,,,,,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Benjamin_Peirce,2,101,101,FALSE,FALSE,10448,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-10-06&end=2099-01-01&project=en.wikipedia.org&pages=Benjamin_Peirce
Benjamin Peirce (librarian)  ,Benjamin,Peirce,(librarian),,,,,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Benjamin_Peirce_(librarian),4,2352,2352,TRUE,FALSE,923,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-10-06&end=2099-01-01&project=en.wikipedia.org&pages=Benjamin_Peirce_(librarian)
Bennye Gatteys   ,Bennye,Gatteys,,,,,,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Bennye_Gatteys,3,174,160,FALSE,FALSE,653,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-10-06&end=2099-01-01&project=en.wikipedia.org&pages=Bennye_Gatteys
Benzion Netanyahu   ,Benzion,Netanyahu,,,,,,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Benzion_Netanyahu,1,1,1,FALSE,FALSE,47884,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-10-06&end=2099-01-01&project=en.wikipedia.org&pages=Benzion_Netanyahu
Bert Ramelson   ,Bert,Ramelson,,,,,,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Bert_Ramelson,1,449,449,FALSE,FALSE,1111,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-10-06&end=2099-01-01&project=en.wikipedia.org&pages=Bert_Ramelson
Bess Houdini   ,Bess,Houdini,,,,,,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Bess_Houdini,1,0,0,FALSE,FALSE,90522,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-10-06&end=2099-01-01&project=en.wikipedia.org&pages=Bess_Houdini
Bethany Ehlmann   ,Bethany,Ehlmann,,,,,,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Bethany_Ehlmann,9,14567,14567,TRUE,FALSE,1651,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-10-06&end=2099-01-01&project=en.wikipedia.org&pages=Bethany_Ehlmann
Bethany L. Ehlmann  ,Bethany,L.,Ehlmann,,,,,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Bethany_L._Ehlmann,1,29,29,TRUE,FALSE,40,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-10-06&end=2099-01-01&project=en.wikipedia.org&pages=Bethany_L._Ehlmann
Betsabeé Romero   ,Betsabeé,Romero,,,,,,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Betsabeé_Romero,109,29433,25291,TRUE,FALSE,3462,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-10-06&end=2099-01-01&project=en.wikipedia.org&pages=Betsabeé_Romero
Betsy Humphreys   ,Betsy,Humphreys,,,,,,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Betsy_Humphreys,1,37,37,FALSE,FALSE,137,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-10-06&end=2099-01-01&project=en.wikipedia.org&pages=Betsy_Humphreys
Bettie Bendolph Seltzer  ,Bettie,Bendolph,Seltzer,,,,,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Bettie_Bendolph_Seltzer,3,1450,1450,TRUE,FALSE,63,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-10-06&end=2099-01-01&project=en.wikipedia.org&pages=Bettie_Bendolph_Seltzer
Bettina Bedwell   ,Bettina,Bedwell,,,,,,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Bettina_Bedwell,7,5499,5499,TRUE,FALSE,364,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-10-06&end=2099-01-01&project=en.wikipedia.org&pages=Bettina_Bedwell
Betty Cooke   ,Betty,Cooke,,,,,,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Betty_Cooke,8,446,390,FALSE,FALSE,886,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-10-06&end=2099-01-01&project=en.wikipedia.org&pages=Betty_Cooke
Beverly Long   ,Beverly,Long,,,,,,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Beverly_Long,4,116,23,FALSE,FALSE,321,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-10-06&end=2099-01-01&project=en.wikipedia.org&pages=Beverly_Long
Beverly Long (disambiguation)  ,Beverly,Long,(disambiguation),,,,,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Beverly_Long_(disambiguation),1,43,43,TRUE,FALSE,10,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-10-06&end=2099-01-01&project=en.wikipedia.org&pages=Beverly_Long_(disambiguation)
Bhubaneswari Mishra   ,Bhubaneswari,Mishra,,,,,,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Bhubaneswari_Mishra,2,2937,2937,TRUE,FALSE,433,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-10-06&end=2099-01-01&project=en.wikipedia.org&pages=Bhubaneswari_Mishra
Bill Ayers   ,Bill,Ayers,,,,,,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Bill_Ayers,1,0,-23,FALSE,FALSE,138400,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-10-06&end=2099-01-01&project=en.wikipedia.org&pages=Bill_Ayers
Bill Burr   ,Bill,Burr,,,,,,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Bill_Burr,4,118,-178,FALSE,FALSE,1620317,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-10-06&end=2099-01-01&project=en.wikipedia.org&pages=Bill_Burr
Billie Burke   ,Billie,Burke,,,,,,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Billie_Burke,1,11,11,FALSE,FALSE,139196,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-10-06&end=2099-01-01&project=en.wikipedia.org&pages=Billie_Burke
Billie Samuel   ,Billie,Samuel,,,,,,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Billie_Samuel,7,3606,3606,TRUE,FALSE,157,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-10-06&end=2099-01-01&project=en.wikipedia.org&pages=Billie_Samuel
Bindi (name)   ,Bindi,(name),,,,,,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Bindi_(name),1,66,66,FALSE,FALSE,1023,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-10-06&end=2099-01-01&project=en.wikipedia.org&pages=Bindi_(name)
Biodun Stephen   ,Biodun,Stephen,,,,,,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Biodun_Stephen,1,106,106,FALSE,FALSE,3484,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-10-06&end=2099-01-01&project=en.wikipedia.org&pages=Biodun_Stephen
Blanche Roosevelt   ,Blanche,Roosevelt,,,,,,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Blanche_Roosevelt,2,414,414,FALSE,FALSE,710,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-10-06&end=2099-01-01&project=en.wikipedia.org&pages=Blanche_Roosevelt
Bonnie Bassler   ,Bonnie,Bassler,,,,,,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Bonnie_Bassler,3,1198,1198,FALSE,FALSE,8225,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-10-06&end=2099-01-01&project=en.wikipedia.org&pages=Bonnie_Bassler
Bourne (surname)   ,Bourne,(surname),,,,,,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Bourne_(surname),1,33,33,FALSE,FALSE,748,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-10-06&end=2099-01-01&project=en.wikipedia.org&pages=Bourne_(surname)
Bowe Bergdahl   ,Bowe,Bergdahl,,,,,,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Bowe_Bergdahl,1,0,-84,FALSE,FALSE,68319,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-10-06&end=2099-01-01&project=en.wikipedia.org&pages=Bowe_Bergdahl
Brantz Mayer   ,Brantz,Mayer,,,,,,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Brantz_Mayer,1,39,39,FALSE,FALSE,11,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-10-06&end=2099-01-01&project=en.wikipedia.org&pages=Brantz_Mayer
Burg Neuberg   ,Burg,Neuberg,,,,,,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Burg_Neuberg,1,40,40,FALSE,FALSE,294,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-10-06&end=2099-01-01&project=en.wikipedia.org&pages=Burg_Neuberg
Burt Kennedy   ,Burt,Kennedy,,,,,,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Burt_Kennedy,1,29,29,FALSE,FALSE,1830,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-10-06&end=2099-01-01&project=en.wikipedia.org&pages=Burt_Kennedy
Byron Bowers   ,Byron,Bowers,,,,,,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Byron_Bowers,1,68,68,FALSE,FALSE,3163,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-10-06&end=2099-01-01&project=en.wikipedia.org&pages=Byron_Bowers
Camilla Gjersem   ,Camilla,Gjersem,,,,,,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Camilla_Gjersem,1,184,184,FALSE,FALSE,264,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-10-06&end=2099-01-01&project=en.wikipedia.org&pages=Camilla_Gjersem
Camille Petit   ,Camille,Petit,,,,,,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Camille_Petit,1,545,545,FALSE,FALSE,840,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-10-06&end=2099-01-01&project=en.wikipedia.org&pages=Camille_Petit
Candis Pettway   ,Candis,Pettway,,,,,,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Candis_Pettway,5,1324,1319,TRUE,FALSE,67,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-10-06&end=2099-01-01&project=en.wikipedia.org&pages=Candis_Pettway
Carl Sanders   ,Carl,Sanders,,,,,,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Carl_Sanders,1,510,510,FALSE,FALSE,26420,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-10-06&end=2099-01-01&project=en.wikipedia.org&pages=Carl_Sanders
Carlyle Smith Beals  ,Carlyle,Smith,Beals,,,,,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Carlyle_Smith_Beals,12,10809,10741,FALSE,FALSE,1224,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-10-06&end=2099-01-01&project=en.wikipedia.org&pages=Carlyle_Smith_Beals
Carmel Humphries   ,Carmel,Humphries,,,,,,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Carmel_Humphries,1,32,32,FALSE,FALSE,176,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-10-06&end=2099-01-01&project=en.wikipedia.org&pages=Carmel_Humphries
Carol McGregor   ,Carol,McGregor,,,,,,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Carol_McGregor,20,2930,2766,FALSE,FALSE,250,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-10-06&end=2099-01-01&project=en.wikipedia.org&pages=Carol_McGregor
Carole Byard   ,Carole,Byard,,,,,,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Carole_Byard,1,4,4,FALSE,FALSE,653,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-10-06&end=2099-01-01&project=en.wikipedia.org&pages=Carole_Byard
Caroline M. Solomon  ,Caroline,M.,Solomon,,,,,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Caroline_M._Solomon,2,60,60,FALSE,FALSE,622,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-10-06&end=2099-01-01&project=en.wikipedia.org&pages=Caroline_M._Solomon
Caroline Ransom Williams  ,Caroline,Ransom,Williams,,,,,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Caroline_Ransom_Williams,1,0,0,FALSE,FALSE,573,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-10-06&end=2099-01-01&project=en.wikipedia.org&pages=Caroline_Ransom_Williams
Caroline Smith   ,Caroline,Smith,,,,,,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Caroline_Smith,1,122,122,FALSE,FALSE,2223,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-10-06&end=2099-01-01&project=en.wikipedia.org&pages=Caroline_Smith
Caroline Smith (scientist)  ,Caroline,Smith,(scientist),,,,,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Caroline_Smith_(scientist),8,7313,7313,TRUE,FALSE,407,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-10-06&end=2099-01-01&project=en.wikipedia.org&pages=Caroline_Smith_(scientist)
Carroll Vincent Newsom  ,Carroll,Vincent,Newsom,,,,,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Carroll_Vincent_Newsom,1,0,-51,FALSE,FALSE,281,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-10-06&end=2099-01-01&project=en.wikipedia.org&pages=Carroll_Vincent_Newsom
Catherine Forster   ,Catherine,Forster,,,,,,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Catherine_Forster,1,340,340,FALSE,FALSE,827,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-10-06&end=2099-01-01&project=en.wikipedia.org&pages=Catherine_Forster
Catherine Woolley (scientist)  ,Catherine,Woolley,(scientist),,,,,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Catherine_Woolley_(scientist),10,17841,17808,TRUE,FALSE,2722,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-10-06&end=2099-01-01&project=en.wikipedia.org&pages=Catherine_Woolley_(scientist)
Cecil Spooner   ,Cecil,Spooner,,,,,,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Cecil_Spooner,4,3938,3938,TRUE,FALSE,77,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-10-06&end=2099-01-01&project=en.wikipedia.org&pages=Cecil_Spooner
Cecile Richards   ,Cecile,Richards,,,,,,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Cecile_Richards,1,0,-38,FALSE,FALSE,95826,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-10-06&end=2099-01-01&project=en.wikipedia.org&pages=Cecile_Richards
Cecilia García Arocha  ,Cecilia,García,Arocha,,,,,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Cecilia_García_Arocha,1,234,234,FALSE,FALSE,1177,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-10-06&end=2099-01-01&project=en.wikipedia.org&pages=Cecilia_García_Arocha
Charles Ashmead Schaeffer  ,Charles,Ashmead,Schaeffer,,,,,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Charles_Ashmead_Schaeffer,1,57,57,FALSE,FALSE,50,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-10-06&end=2099-01-01&project=en.wikipedia.org&pages=Charles_Ashmead_Schaeffer
Charles C. Pattillo  ,Charles,C.,Pattillo,,,,,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Charles_C._Pattillo,1,313,313,FALSE,FALSE,2576,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-10-06&end=2099-01-01&project=en.wikipedia.org&pages=Charles_C._Pattillo
Charles C. Williamson  ,Charles,C.,Williamson,,,,,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Charles_C._Williamson,1,0,-393,FALSE,FALSE,902,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-10-06&end=2099-01-01&project=en.wikipedia.org&pages=Charles_C._Williamson
