name,name_2,wiki,url,edit_count,characters_added,references_added,new,deleted,pageviews,pageviews_link,course_slug,,,,,,,,title,,,,,
Debra Fischer   ,Debra Fischer,en.wikipedia.org,https://en.wikipedia.org/wiki/Debra_Fischer,2,117,112,FALSE,FALSE,428,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-11&end=2099-01-01&project=en.wikipedia.org&pages=Debra_Fischer,Visual_Art_Library/VAL_ArtAndFeminism2017,,,,,,,,Nona,Faustine,,,,
Debra Bloomfield   ,Debra Bloomfield,en.wikipedia.org,https://en.wikipedia.org/wiki/Debra_Bloomfield,1,141,141,FALSE,FALSE,30,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-24&end=2099-01-01&project=en.wikipedia.org&pages=Debra_Bloomfield,ABQ/Albuquerque_ArtAndFeminism2018,,,,,,,,Nontsikelelo,Veleko,,,,
Debra Baxter   ,Debra Baxter,en.wikipedia.org,https://en.wikipedia.org/wiki/Debra_Baxter,6,3466,3021,TRUE,FALSE,69,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-24&end=2099-01-01&project=en.wikipedia.org&pages=Debra_Baxter,ABQ/Albuquerque_ArtAndFeminism2018,,,,,,,,Nora,Chapa,Mendoza,,,
Deborah Smith-Shank   ,Deborah Smith-Shank,en.wikipedia.org,https://en.wikipedia.org/wiki/Deborah_Smith-Shank,1,64,64,TRUE,TRUE,86,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-21&end=2099-01-01&project=en.wikipedia.org&pages=Deborah_Smith-Shank,University_of_Northern_Iowa/Rod_Library_ArtAndFeminism_2018,,,,,,,,Nora,Naranjo,Morse,,,
Deborah Mendez   ,Deborah Mendez,en.wikipedia.org,https://en.wikipedia.org/wiki/Deborah_Mendez,1,51,51,TRUE,TRUE,8,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-10&end=2099-01-01&project=en.wikipedia.org&pages=Deborah_Mendez,Triangle_Arts_Association/BLT_hosts_Art_and_Feminism_2018_at_Triangle,,,,,,,,Nora,Stanton,Barney,,,
Deborah Margo   ,Deborah Margo,en.wikipedia.org,https://en.wikipedia.org/wiki/Deborah_Margo,1,4800,4800,TRUE,FALSE,23,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-08&end=2099-01-01&project=en.wikipedia.org&pages=Deborah_Margo,"Ottawa_Art_Gallery/Ottawa_OAG_ArtAndFeminism_2018_(March_8,_2018)",,,,,,,,Norah,McGuinness,,,,
Deborah Luster   ,Deborah Luster,en.wikipedia.org,https://en.wikipedia.org/wiki/Deborah_Luster,3,747,747,FALSE,FALSE,0,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-10&end=2099-01-01&project=en.wikipedia.org&pages=Deborah_Luster,The_University_of_Arkansas/NW_Arkansas_Art_And_Feminism_Edit-a-Thon,,,,,,,,Norma,Broude,,,,
Deborah Kass   ,Deborah Kass,en.wikipedia.org,https://en.wikipedia.org/wiki/Deborah_Kass,10,774,774,FALSE,FALSE,357,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-29&end=2099-01-01&project=en.wikipedia.org&pages=Deborah_Kass,ASU/ASU_School_of_Art_AF_2018_(2018),,,,,,,,Norma,Merrick,Sklarek,,,
Deborah Grant (artist)  ,Deborah Grant (artist),en.wikipedia.org,https://en.wikipedia.org/wiki/Deborah_Grant_(artist),1,519,519,FALSE,FALSE,118,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-03&end=2099-01-01&project=en.wikipedia.org&pages=Deborah_Grant_(artist),"Art_Practical/Art_Practical_ArtAndFeminism_2018_(Saturday,_March_3,_2018)",,,,,,,,Ntozake,Shange,,,,
Deborah Elliott Deutschman  ,Deborah Elliott Deutschman,en.wikipedia.org,https://en.wikipedia.org/wiki/Deborah_Elliott_Deutschman,1,184,184,FALSE,FALSE,25,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-02&end=2099-01-01&project=en.wikipedia.org&pages=Deborah_Elliott_Deutschman,MoMA/MoMA_ArtAndFeminism_2018,,,,,,,,Nwando,Achebe,,,,
Debi Mazar   ,Debi Mazar,en.wikipedia.org,https://en.wikipedia.org/wiki/Debi_Mazar,1,426,426,FALSE,FALSE,44392,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-04&end=2099-01-01&project=en.wikipedia.org&pages=Debi_Mazar,Kickstarter/Kickstarter_ArtandFeminism_2018,,,,,,,,Nykolai,Aleksander,,,,
Debbie Millman   ,Debbie Millman,en.wikipedia.org,https://en.wikipedia.org/wiki/Debbie_Millman,3,2354,2354,FALSE,FALSE,2540,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-04&end=2099-01-01&project=en.wikipedia.org&pages=Debbie_Millman,Kickstarter/Kickstarter_ArtandFeminism_2018,,,,,,,,Nyumanzi,Refugee,Settlement,,,
Deb Verhoeven   ,Deb Verhoeven,en.wikipedia.org,https://en.wikipedia.org/wiki/Deb_Verhoeven,6,1011,1011,FALSE,FALSE,103,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-02&end=2099-01-01&project=en.wikipedia.org&pages=Deb_Verhoeven,Hong_Kong_Libraries_Connect/HKLC_ArtAndFeminism_2018,,,,,,,,Nzinga,of,Ndongo,and,Matamba,
Deana Lawson   ,Deana Lawson,en.wikipedia.org,https://en.wikipedia.org/wiki/Deana_Lawson,1,1154,1154,FALSE,FALSE,12634,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-15&end=2099-01-01&project=en.wikipedia.org&pages=Deana_Lawson,Aspen_Art_Museum/Wikipedia_Editathon_Aspen_Art_Museum_2018,,,,,,,,Obaidul,Quader,,,,
Dawn Lundy Martin  ,Dawn Lundy Martin,en.wikipedia.org,https://en.wikipedia.org/wiki/Dawn_Lundy_Martin,1,302,302,FALSE,FALSE,110,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-23&end=2099-01-01&project=en.wikipedia.org&pages=Dawn_Lundy_Martin,The_University_of_Arizona/Poetry_Center_ArtAndFeminism_2018,,,,,,,,Oby,Ezekwesili,,,,
Dawn Clements   ,Dawn Clements,en.wikipedia.org,https://en.wikipedia.org/wiki/Dawn_Clements,1,148,148,FALSE,FALSE,138,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-04-01&end=2099-01-01&project=en.wikipedia.org&pages=Dawn_Clements,"University_at_Albany,_SUNY--University_Library/University_at_Albany_ArtAndFeminism_2018_(April_9_2018)",,,,,,,,Octavia,E.,Butler,,,
Davida Allen   ,Davida Allen,en.wikipedia.org,https://en.wikipedia.org/wiki/Davida_Allen,2,2888,2888,FALSE,FALSE,312,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-11&end=2099-01-01&project=en.wikipedia.org&pages=Davida_Allen,QCA/Brisbane_QCA_ArtandFeminism_2018,,,,,,,,Octavia,V.,Rogers,Albert,,
David Huffman (artist)  ,David Huffman (artist),en.wikipedia.org,https://en.wikipedia.org/wiki/David_Huffman_(artist),1,1,1,FALSE,FALSE,241,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-10&end=2099-01-01&project=en.wikipedia.org&pages=David_Huffman_(artist),Purchase/Purchase_ArtandFeminism_2018,,,,,,,,Odile,Decq,,,,
David Horvitz   ,David Horvitz,en.wikipedia.org,https://en.wikipedia.org/wiki/David_Horvitz,1,66,66,FALSE,FALSE,3158,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-15&end=2099-01-01&project=en.wikipedia.org&pages=David_Horvitz,LWAG/Perth_LWAG_Art_and_Feminism_2018_(Saturday_17_March_2018),,,,,,,,Ofelia,Zepeda,,,,
David Hockney   ,David Hockney,en.wikipedia.org,https://en.wikipedia.org/wiki/David_Hockney,1,120,120,FALSE,FALSE,32324,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-20&end=2099-01-01&project=en.wikipedia.org&pages=David_Hockney,Virginia_Polytechnic_Institute_and_State_University/Architecture_and_Art_and_Feminism_Wiki_Edit-a-thon,,,,,,,,Ofer,Dekel,(researcher),,,
David Heatley   ,David Heatley,en.wikipedia.org,https://en.wikipedia.org/wiki/David_Heatley,1,80,80,FALSE,FALSE,82,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-04&end=2099-01-01&project=en.wikipedia.org&pages=David_Heatley,Kickstarter/Kickstarter_ArtandFeminism_2018,,,,,,,,Olaniyi,R.,Akindiya,,,
David Hasselhoff   ,David Hasselhoff,en.wikipedia.org,https://en.wikipedia.org/wiki/David_Hasselhoff,1,2,2,FALSE,FALSE,196163,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-07-07&end=2099-01-01&project=en.wikipedia.org&pages=David_Hasselhoff,Haystack_Mountain_School_of_Crafts/Haystack_Summer_Conference,,,,,,,,Olea,Marion,Davis,,,
David Carritt   ,David Carritt,en.wikipedia.org,https://en.wikipedia.org/wiki/David_Carritt,1,94,94,FALSE,FALSE,57,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-30&end=2099-01-01&project=en.wikipedia.org&pages=David_Carritt,MIT/Art_and_Feminism_Wikipedia_Edit-a-thon,,,,,,,,Olga,Albizu,,,,
David Bomberg   ,David Bomberg,en.wikipedia.org,https://en.wikipedia.org/wiki/David_Bomberg,1,50,50,FALSE,FALSE,2207,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-15&end=2099-01-01&project=en.wikipedia.org&pages=David_Bomberg,California_College_of_the_Arts/CCA_ArtAndFeminism_2018,,,,,,,,Olga,Viso,,,,
David B. Yoffie  ,David B. Yoffie,en.wikipedia.org,https://en.wikipedia.org/wiki/David_B._Yoffie,1,0,-1728,FALSE,FALSE,144,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-02-12&end=2099-01-01&project=en.wikipedia.org&pages=David_B._Yoffie,Metropolitan_Museum/Met_Wikidata,,,,,,,,Olia,Lialina,,,,
Davi Cheng   ,Davi Cheng,en.wikipedia.org,https://en.wikipedia.org/wiki/Davi_Cheng,1,25,25,FALSE,FALSE,54,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-26&end=2099-01-01&project=en.wikipedia.org&pages=Davi_Cheng,WUSTL/STL_ArtandFeminism,,,,,,,,Olive,Chadeayne,,,,
Dat So La Lee ,Dat So La Lee,en.wikipedia.org,https://en.wikipedia.org/wiki/Dat_So_La_Lee,1,97,97,FALSE,FALSE,257,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-08&end=2099-01-01&project=en.wikipedia.org&pages=Dat_So_La_Lee,SFMOMA/SF_SFMOMA_ArtAndFeminism_2018,,,,,,,,Olive,Frances,Tjaden,,,
Dasha Zhukova   ,Dasha Zhukova,en.wikipedia.org,https://en.wikipedia.org/wiki/Dasha_Zhukova,1,1,1,FALSE,FALSE,19610,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-17&end=2099-01-01&project=en.wikipedia.org&pages=Dasha_Zhukova,National_Museum_of_Women_in_the_Arts/DC_NMWA_ArtAndFeminism_2018,,,,,,,,Olive,Wyndham,,,,
Darcy Padilla   ,Darcy Padilla,en.wikipedia.org,https://en.wikipedia.org/wiki/Darcy_Padilla,2,220,184,FALSE,FALSE,109,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-16&end=2099-01-01&project=en.wikipedia.org&pages=Darcy_Padilla,MassArt/MassArt_ArtAndFeminism_2018,,,,,,,,Oliver,Friggieri,,,,
Dara Friedman   ,Dara Friedman,en.wikipedia.org,https://en.wikipedia.org/wiki/Dara_Friedman,6,9614,9324,TRUE,FALSE,780,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-15&end=2099-01-01&project=en.wikipedia.org&pages=Dara_Friedman,Aspen_Art_Museum/Wikipedia_Editathon_Aspen_Art_Museum_2018,,,,,,,,Olivia,Bee,,,,
Daphne Oram   ,Daphne Oram,en.wikipedia.org,https://en.wikipedia.org/wiki/Daphne_Oram,13,5432,5396,FALSE,FALSE,7860,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-01&end=2099-01-01&project=en.wikipedia.org&pages=Daphne_Oram,Cornell_University/Ithaca_Art_and_Feminism_2018,,,,,,,,Olivia,Manning,,,,
Daphne Odjig   ,Daphne Odjig,en.wikipedia.org,https://en.wikipedia.org/wiki/Daphne_Odjig,2,218,218,FALSE,FALSE,866,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-24&end=2099-01-01&project=en.wikipedia.org&pages=Daphne_Odjig,Art_Gallery_of_Peterborough/Art_and_Feminism_Edit-a-thon_PTBO,,,,,,,,Olivia,P,Stokes,,,
Danzy Senna   ,Danzy Senna,en.wikipedia.org,https://en.wikipedia.org/wiki/Danzy_Senna,3,2480,2480,FALSE,FALSE,993,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-02&end=2099-01-01&project=en.wikipedia.org&pages=Danzy_Senna,MoMA/MoMA_ArtAndFeminism_2018,,,,,,,,Omotola,Jalade,Ekeinde,,,
Danitra Vance   ,Danitra Vance,en.wikipedia.org,https://en.wikipedia.org/wiki/Danitra_Vance,3,1769,1769,FALSE,FALSE,13770,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-02&end=2099-01-01&project=en.wikipedia.org&pages=Danitra_Vance,MoMA/MoMA_ArtAndFeminism_2018,,,,,,,,Onyeka,Onwenu,,,,
Danielle de St. Jorre ,Danielle de St. Jorre,en.wikipedia.org,https://en.wikipedia.org/wiki/Danielle_de_St._Jorre,10,2926,2915,FALSE,FALSE,79,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-04-30&end=2099-01-01&project=en.wikipedia.org&pages=Danielle_de_St._Jorre,"University_of_Nigeria,_Nsukka/Nnamdi_Azikiwe_Library__(2018)",,,,,,,,Oopik,Pitsiulak,,,,
Dancenoise    ,Dancenoise,en.wikipedia.org,https://en.wikipedia.org/wiki/Dancenoise,3,563,563,FALSE,FALSE,38,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-02&end=2099-01-01&project=en.wikipedia.org&pages=Dancenoise,MoMA/MoMA_ArtAndFeminism_2018,,,,,,,,Oopik,Pitsuilak,,,,
Dana Schutz   ,Dana Schutz,en.wikipedia.org,https://en.wikipedia.org/wiki/Dana_Schutz,1,63,63,FALSE,FALSE,13987,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-10&end=2099-01-01&project=en.wikipedia.org&pages=Dana_Schutz,Triangle_Arts_Association/BLT_hosts_Art_and_Feminism_2018_at_Triangle,,,,,,,,Oreet,Ashery,,,,
Dana Hoey   ,Dana Hoey,en.wikipedia.org,https://en.wikipedia.org/wiki/Dana_Hoey,4,1861,1684,FALSE,FALSE,62,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-04-01&end=2099-01-01&project=en.wikipedia.org&pages=Dana_Hoey,"University_at_Albany,_SUNY--University_Library/University_at_Albany_ArtAndFeminism_2018_(April_9_2018)",,,,,,,,Orly,Aviv,,,,
Dana Frankfort   ,Dana Frankfort,en.wikipedia.org,https://en.wikipedia.org/wiki/Dana_Frankfort,8,2414,2127,FALSE,FALSE,59,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-11&end=2099-01-01&project=en.wikipedia.org&pages=Dana_Frankfort,"The_Jewish_Museum/The_Jewish_Museum_NYC_Wikipedia_Edit-a-thon_(Sunday,_March_11,_2-6_pm)",,,,,,,,Ormonde,Maddock,Dalton,,,
Dana Claxton   ,Dana Claxton,en.wikipedia.org,https://en.wikipedia.org/wiki/Dana_Claxton,1,1,1,FALSE,FALSE,203,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-09&end=2099-01-01&project=en.wikipedia.org&pages=Dana_Claxton,Belkin_Western_Front/Vancouver_ArtAndFeminism_2018_(March_2018),,,,,,,,Orpheum,,,,,
Dan Zahavi   ,Dan Zahavi,en.wikipedia.org,https://en.wikipedia.org/wiki/Dan_Zahavi,2,101,5,FALSE,FALSE,738,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-01-18&end=2099-01-01&project=en.wikipedia.org&pages=Dan_Zahavi,Montana_State_University/Bozeman_ArtAndFeminism_2018,,,,,,,,Oruchinga,Refugee,Settlement,,,
Dan Corson   ,Dan Corson,en.wikipedia.org,https://en.wikipedia.org/wiki/Dan_Corson,1,63,63,FALSE,FALSE,683,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-10&end=2099-01-01&project=en.wikipedia.org&pages=Dan_Corson,Triangle_Arts_Association/BLT_hosts_Art_and_Feminism_2018_at_Triangle,,,,,,,,Orvil,A.,Anderson,,,
Dakore Akande   ,Dakore Akande,en.wikipedia.org,https://en.wikipedia.org/wiki/Dakore_Akande,1,0,0,FALSE,FALSE,15243,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-04-30&end=2099-01-01&project=en.wikipedia.org&pages=Dakore_Akande,"University_of_Nigeria,_Nsukka/Nnamdi_Azikiwe_Library__(2018)",,,,,,,,Oryx,and,Crake,,,
Daisy Douglas Barr  ,Daisy Douglas Barr,en.wikipedia.org,https://en.wikipedia.org/wiki/Daisy_Douglas_Barr,3,532,532,FALSE,FALSE,515,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-03&end=2099-01-01&project=en.wikipedia.org&pages=Daisy_Douglas_Barr,Transylvania_University/Transylvania_Liberal_Arts_and_Feminism,,,,,,,,Oscar,Broneer,,,,
Dainik Bangla   ,Dainik Bangla,en.wikipedia.org,https://en.wikipedia.org/wiki/Dainik_Bangla,2,4248,4248,TRUE,FALSE,66,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-10&end=2099-01-01&project=en.wikipedia.org&pages=Dainik_Bangla,Triangle_Arts_Association/BLT_hosts_Art_and_Feminism_2018_at_Triangle,,,,,,,,Oscar,Isaac,,,,
Dai Jinhua   ,Dai Jinhua,en.wikipedia.org,https://en.wikipedia.org/wiki/Dai_Jinhua,2,4345,4345,FALSE,FALSE,125,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-30&end=2099-01-01&project=en.wikipedia.org&pages=Dai_Jinhua,"Asia_Art_Archive_in_America/Asia_Art_Archive_in_America_AF_Editathon_2018_(Friday,_March_30_2018_)",,,,,,,,Osonye,Tess,Onwueme,,,
Dahomey Amazons   ,Dahomey Amazons,en.wikipedia.org,https://en.wikipedia.org/wiki/Dahomey_Amazons,1,259,259,FALSE,FALSE,66045,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-02&end=2099-01-01&project=en.wikipedia.org&pages=Dahomey_Amazons,MoMA/MoMA_ArtAndFeminism_2018,,,,,,,,Otto,Benesch,,,,
Cyrilla Mozenter   ,Cyrilla Mozenter,en.wikipedia.org,https://en.wikipedia.org/wiki/Cyrilla_Mozenter,1,144,144,FALSE,FALSE,192,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-29&end=2099-01-01&project=en.wikipedia.org&pages=Cyrilla_Mozenter,University_of_New_Hampshire/UNH_Art_and_Feminism_2018_Wikipedia_Edit-a-thon,,,,,,,,Otto,C.,Winzen,,,
Cynthia Morgan   ,Cynthia Morgan,en.wikipedia.org,https://en.wikipedia.org/wiki/Cynthia_Morgan,1,75,75,FALSE,FALSE,2389,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-04-30&end=2099-01-01&project=en.wikipedia.org&pages=Cynthia_Morgan,"University_of_Nigeria,_Nsukka/Nnamdi_Azikiwe_Library__(2018)",,,,,,,,Overbeck,Sisters,,,,
Cynthia Charlotte Moon  ,Cynthia Charlotte Moon,en.wikipedia.org,https://en.wikipedia.org/wiki/Cynthia_Charlotte_Moon,8,4676,4676,TRUE,FALSE,406,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-03&end=2099-01-01&project=en.wikipedia.org&pages=Cynthia_Charlotte_Moon,Transylvania_University/Transylvania_Liberal_Arts_and_Feminism,,,,,,,,Pénélope,Bagieu,,,,
Cynthia Charlotte Lottie Moon Clark,Cynthia Charlotte Lottie Moon Clark,en.wikipedia.org,"https://en.wikipedia.org/wiki/Cynthia_Charlotte_""Lottie""_Moon_Clark",4,1806,1806,TRUE,FALSE,805,"https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-03&end=2099-01-01&project=en.wikipedia.org&pages=Cynthia_Charlotte_""Lottie""_Moon_Clark",Transylvania_University/Transylvania_Liberal_Arts_and_Feminism,,,,,,,,Pae,White,,,,
Cupcakke    ,Cupcakke,en.wikipedia.org,https://en.wikipedia.org/wiki/Cupcakke,1,156,156,FALSE,FALSE,52277,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-01&end=2099-01-01&project=en.wikipedia.org&pages=Cupcakke,Cornell_University/Ithaca_Art_and_Feminism_2018,,,,,,,,Pamela,Crawford,,,,
Crystal Shawanda   ,Crystal Shawanda,en.wikipedia.org,https://en.wikipedia.org/wiki/Crystal_Shawanda,11,2300,2113,FALSE,FALSE,1326,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-13&end=2099-01-01&project=en.wikipedia.org&pages=Crystal_Shawanda,Algoma_University/Algoma_Art_and_Feminism,,,,,,,,Pamela,Rosenkranz,,,,
Cristy Road   ,Cristy Road,en.wikipedia.org,https://en.wikipedia.org/wiki/Cristy_Road,1,1233,1233,FALSE,FALSE,1999,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-04&end=2099-01-01&project=en.wikipedia.org&pages=Cristy_Road,Kickstarter/Kickstarter_ArtandFeminism_2018,,,,,,,,Paola,Antonelli,,,,
Cristina Caprioli   ,Cristina Caprioli,en.wikipedia.org,https://en.wikipedia.org/wiki/Cristina_Caprioli,3,2384,2263,FALSE,FALSE,20,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-02&end=2099-01-01&project=en.wikipedia.org&pages=Cristina_Caprioli,"Index,_Stockholm/School_in_Common_Wikipedia_edit-a-thon",,,,,,,,Paquita,la,del,Barrio,,
Cory Buckner   ,Cory Buckner,en.wikipedia.org,https://en.wikipedia.org/wiki/Cory_Buckner,1,41,41,FALSE,FALSE,33,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-31&end=2099-01-01&project=en.wikipedia.org&pages=Cory_Buckner,Roundhouse/Los_Angeles_2426_ArchitectureAndFeminism_2018,,,,,,,,Parr,(artist),,,,
Corner Brook   ,Corner Brook,en.wikipedia.org,https://en.wikipedia.org/wiki/Corner_Brook,1,0,-64,FALSE,FALSE,2834,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-23&end=2099-01-01&project=en.wikipedia.org&pages=Corner_Brook,Grenfell_Campus_-_Memorial_University/A_and_F_Grenfell_Corner_Brook,,,,,,,,Pat,Gish,,,,
Cornelia Wyngaarden   ,Cornelia Wyngaarden,en.wikipedia.org,https://en.wikipedia.org/wiki/Cornelia_Wyngaarden,11,9042,6581,TRUE,FALSE,123,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-09&end=2099-01-01&project=en.wikipedia.org&pages=Cornelia_Wyngaarden,Belkin_Western_Front/Vancouver_ArtAndFeminism_2018_(March_2018),,,,,,,,Pat,Parker,,,,
Corita Kent   ,Corita Kent,en.wikipedia.org,https://en.wikipedia.org/wiki/Corita_Kent,1,328,328,FALSE,FALSE,38983,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-09&end=2099-01-01&project=en.wikipedia.org&pages=Corita_Kent,Belkin_Western_Front/Vancouver_ArtAndFeminism_2018_(March_2018),,,,,,,,Pati,Hill,,,,
Corinne Whitaker   ,Corinne Whitaker,en.wikipedia.org,https://en.wikipedia.org/wiki/Corinne_Whitaker,1,0,-44,FALSE,FALSE,34,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-26&end=2099-01-01&project=en.wikipedia.org&pages=Corinne_Whitaker,WUSTL/STL_ArtandFeminism,,,,,,,,Patience,Akyianu,,,,
Coreen Simpson   ,Coreen Simpson,en.wikipedia.org,https://en.wikipedia.org/wiki/Coreen_Simpson,1,704,704,FALSE,FALSE,1228,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-01&end=2099-01-01&project=en.wikipedia.org&pages=Coreen_Simpson,Cornell_University/Ithaca_Art_and_Feminism_2018,,,,,,,,Patience,Jonathan,,,,
Cordy Ryman   ,Cordy Ryman,en.wikipedia.org,https://en.wikipedia.org/wiki/Cordy_Ryman,1,4,4,FALSE,FALSE,124,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-04-01&end=2099-01-01&project=en.wikipedia.org&pages=Cordy_Ryman,"University_at_Albany,_SUNY--University_Library/University_at_Albany_ArtAndFeminism_2018_(April_9_2018)",,,,,,,,Patience,Ozokwor,,,,
Constance Phillott   ,Constance Phillott,en.wikipedia.org,https://en.wikipedia.org/wiki/Constance_Phillott,4,883,883,FALSE,FALSE,28,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-07&end=2099-01-01&project=en.wikipedia.org&pages=Constance_Phillott,UNC-CH/UNC_Sloane_ArtAndFeminism_2018,,,,,,,,Patricia,Goldman-Rakic,,,,
Constance Mary Pott  ,Constance Mary Pott,en.wikipedia.org,https://en.wikipedia.org/wiki/Constance_Mary_Pott,2,498,498,TRUE,FALSE,337,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-21&end=2099-01-01&project=en.wikipedia.org&pages=Constance_Mary_Pott,University_of_Northern_Iowa/Rod_Library_ArtAndFeminism_2018,,,,,,,,Patricia,Piccinini,,,,
Constance DeJong (writer)  ,Constance DeJong (writer),en.wikipedia.org,https://en.wikipedia.org/wiki/Constance_DeJong_(writer),1,523,523,FALSE,FALSE,234,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-09&end=2099-01-01&project=en.wikipedia.org&pages=Constance_DeJong_(writer),Emily_Carr_University_of_Art_and_Design/Emily_Carr_University_Library_Art_and_Feminism_Edit-a-Thon,,,,,,,,Patricia,Rodriguez,(artist),,,
Conrad Anker   ,Conrad Anker,en.wikipedia.org,https://en.wikipedia.org/wiki/Conrad_Anker,1,4,4,FALSE,FALSE,27327,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-06&end=2099-01-01&project=en.wikipedia.org&pages=Conrad_Anker,UC_Berkeley/UC_Berkeley_ArtAndFeminism2018,,,,,,,,Patricia,Smith,(poet),,,
Connie Fife   ,Connie Fife,en.wikipedia.org,https://en.wikipedia.org/wiki/Connie_Fife,1,14,14,FALSE,FALSE,178,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-04-01&end=2099-01-01&project=en.wikipedia.org&pages=Connie_Fife,Mount_Allison_University/Resurfacing_2018,,,,,,,,Patricia,Urquiola,,,,
