Name,,List
Mana Iwabuchi,Mana Iwabuchi,Chronological list of women's Grand Slam tennis champions
Mandisa Stevenson,Mandisa Stevenson,List of female golfers
Manon Rhéaume,Manon Rhéaume,List of Women's National Basketball Association players
Manuela Montebrun,Manuela Montebrun,List of female kickboxers
Mao Asada,Mao Asada,List of female golfers
María Caridad Colón,María Caridad Colón,List of Olympic medalists in athletics (women)
María Guadalupe González,María Guadalupe González,List of female golfers
María José Urrutia,María José Urrutia,List of FIFA Women's World Cup goalscorers
María Vasco,María Vasco,List of female golfers
Marbella Ibarra,Marbella Ibarra,List of Olympic medalists in athletics (women)
Marcedes Walker,Marcedes Walker,List of Olympic medalists in athletics (women)
Marcie Alberts,Marcie Alberts,List of Women's National Basketball Association players
Mardi Lunn,Mardi Lunn,List of FIFA Women's World Cup goalscorers
Mare Dibaba,Mare Dibaba,List of female golfers
Maren Meinert,Maren Meinert,List of female golfers
Maren Mjelde,Maren Mjelde,Chronological list of women's Grand Slam tennis champions
Maren Walseth,Maren Walseth,List of FIFA Women's World Cup goalscorers
Marga Petersen,Marga Petersen,Chronological list of women's Grand Slam tennis champions
Margaret Abbott,Margaret Abbott,List of Olympic medalists in athletics (women)
Margaret Bailes,Margaret Bailes,List of female golfers
Margaret Court,Margaret Court,List of Olympic medalists in athletics (women)
Margaret Curtis,Margaret Curtis,List of female golfers
Margaret Matthews,Margaret Matthews,List of sportswomen
Margaret Molesworth,Margaret Molesworth,List of female golfers
Margaret Osborne duPont,Margaret Osborne duPont,List of sportswomen
Margaret Scott (golfer),Margaret Scott (golfer),List of female golfers
Margaret Scriven,Margaret Scriven,List of female golfers
Margaret Todd (golfer),Margaret Todd (golfer),List of FIFA Women's World Cup goalscorers
Margaret Wambui,Margaret Wambui,List of female golfers
Marge Burns,Marge Burns,List of female kickboxers
Margie Masters,Margie Masters,List of sportswomen
Margitta Gummel,Margitta Gummel,List of Women's National Basketball Association players
Margitta Pufe,Margitta Pufe,List of Olympic medalists in athletics (women)
Margo Graham,Margo Graham,List of Olympic medalists in athletics (women)
Margold Clark,Margold Clark,List of female golfers
Maria Astrologes,Maria Astrologes,List of FIFA Women's World Cup goalscorers
Maria Bueno,Maria Bueno,List of female golfers
Maria Cioncan,Maria Cioncan,List of female kickboxers
Maria Conde,Maria Conde,List of Olympic medalists in athletics (women)
Maria Golubnichaya,Maria Golubnichaya,List of female golfers
Maria Hjorth,Maria Hjorth,List of Olympic medalists in athletics (women)
Maria Kostina,Maria Kostina,List of Olympic medalists in athletics (women)
Maria Kwaśniewska,Maria Kwaśniewska,List of female kickboxers
Maria Mazina,Maria Mazina,List of female golfers
Maria Mutola,Maria Mutola,List of sportswomen
Maria Sander,Maria Sander,List of Women's National Basketball Association players
Maria Sharapova,Maria Sharapova,List of Women's National Basketball Association players
Maria Stepanova,Maria Stepanova,List of Women's National Basketball Association players
Maria Verchenova,Maria Verchenova,List of female golfers
Mariajo Uribe,Mariajo Uribe,List of Olympic medalists in athletics (women)
Marian McDougall,Marian McDougall,List of Women's National Basketball Association players
Marianna Tolo,Marianna Tolo,List of Olympic medalists in athletics (women)
Marianne Pettersen,Marianne Pettersen,List of female golfers
Marianne Skarpnord,Marianne Skarpnord,List of sportswomen
Marianne Werner,Marianne Werner,List of Olympic medalists in athletics (women)
Maribel Domínguez,Maribel Domínguez,List of Olympic medalists in athletics (women)
Maricica Puică,Maricica Puică,List of Olympic medalists in athletics (women)
Marie Ferdinand-Harris,Marie Ferdinand-Harris,List of Olympic medalists in athletics (women)
Marie Hammarström,Marie Hammarström,List of Olympic medalists in athletics (women)
Marie-José Pérec,Marie-José Pérec,List of Olympic medalists in athletics (women)
Marie-Laure de Lorenzi,Marie-Laure de Lorenzi,List of Olympic medalists in athletics (women)
Marie-Laure Delie,Marie-Laure Delie,List of Olympic medalists in athletics (women)
Marieanne Spacey,Marieanne Spacey,List of female golfers
Mariel Galdiano,Mariel Galdiano,List of Olympic medalists in athletics (women)
Marilyn Black,Marilyn Black,List of Olympic medalists in athletics (women)
Marilyn Okoro,Marilyn Okoro,List of FIFA Women's World Cup goalscorers
Marilyn White,Marilyn White,List of FIFA Women's World Cup goalscorers
Marilynn Smith,Marilynn Smith,List of Women's National Basketball Association players
Marina Ferragut,Marina Ferragut,List of sportswomen
Marina Mabrey,Marina Mabrey,List of sportswomen
Marina Saenko,Marina Saenko,Chronological list of women's Grand Slam tennis champions
Marina Shmonina,Marina Shmonina,List of Olympic medalists in athletics (women)
Marina Trandenkova,Marina Trandenkova,List of Women's National Basketball Association players
Marina Zhirova,Marina Zhirova,List of Women's National Basketball Association players
Marinette Pichon,Marinette Pichon,List of sportswomen
Marion Bartoli,Marion Bartoli,List of FIFA Women's World Cup goalscorers
Marion Becker,Marion Becker,List of FIFA Women's World Cup goalscorers
Marion Hollins,Marion Hollins,List of Olympic medalists in athletics (women)
Marion Jones (tennis player),Marion Jones (tennis player),List of Women's National Basketball Association players
Marion Jones,Marion Jones,List of sportswomen
Marisa Baena,Marisa Baena,List of Olympic medalists in athletics (women)
Marise Chamberlain,Marise Chamberlain,List of Women's National Basketball Association players
Marissa Coleman,Marissa Coleman,List of female golfers
Marit Bjørgen,Marit Bjørgen,List of female kickboxers
Marita Koch,Marita Koch,List of Olympic medalists in athletics (women)
Marita Lange,Marita Lange,List of Olympic medalists in athletics (women)
Marita Payne,Marita Payne,List of Women's National Basketball Association players
Maritza Martén,Maritza Martén,List of Women's National Basketball Association players
Mariya Abakumova,Mariya Abakumova,List of sportswomen
Mariya Petkova,Mariya Petkova,List of sportswomen
Mariya Pinigina,Mariya Pinigina,List of FIFA Women's World Cup goalscorers
Mariya Pisareva,Mariya Pisareva,List of FIFA Women's World Cup goalscorers
Mariya Ryemyen,Mariya Ryemyen,List of FIFA Women's World Cup goalscorers
Marja-Liisa Kirvesniemi,Marja-Liisa Kirvesniemi,List of FIFA Women's World Cup goalscorers
Marjorie Clark,Marjorie Clark,List of FIFA Women's World Cup goalscorers
Marjorie Jackson-Nelson,Marjorie Jackson-Nelson,List of Women's National Basketball Association players
Marketa Sidkova,Marketa Sidkova,List of sportswomen
Markita Aldridge,Markita Aldridge,List of Olympic medalists in athletics (women)
Marla Brumfield,Marla Brumfield,List of sportswomen
Marlene Ahrens,Marlene Ahrens,List of Olympic medalists in athletics (women)
Marlene Elejarde,Marlene Elejarde,List of Olympic medalists in athletics (women)
Marlene Hagge,Marlene Hagge,List of FIFA Women's World Cup goalscorers
Marlene Hedblom,Marlene Hedblom,List of Olympic medalists in athletics (women)
Marlene Mathews,Marlene Mathews,List of Olympic medalists in athletics (women)
Marlene Matthews,Marlene Matthews,List of Olympic medalists in athletics (women)
Marlene Streit,Marlene Streit,List of sportswomen
Marlies Askamp,Marlies Askamp,List of Women's National Basketball Association players
Marlies Göhr,Marlies Göhr,List of Women's National Basketball Association players
Marloes Coenen,Marloes Coenen,List of female golfers
Marlous Nieuwveen,Marlous Nieuwveen,List of Olympic medalists in athletics (women)
Marnie McGuire,Marnie McGuire,List of FIFA Women's World Cup goalscorers
Marta (footballer),Marta (footballer),List of FIFA Women's World Cup goalscorers
Marta Fernandez,Marta Fernandez,List of Women's National Basketball Association players
Marta Figueras-Dotti,Marta Figueras-Dotti,List of Olympic medalists in athletics (women)
Marta Prieto,Marta Prieto,List of female golfers
Marta Xargay,Marta Xargay,List of Olympic medalists in athletics (women)
Martha Hudson,Martha Hudson,List of sportswomen
Martha Langbein,Martha Langbein,Chronological list of women's Grand Slam tennis champions
Martha Nause,Martha Nause,List of female golfers
Martina Franko,Martina Franko,List of Olympic medalists in athletics (women)
Martina Hellmann,Martina Hellmann,Chronological list of women's Grand Slam tennis champions
Martina Hingis,Martina Hingis,Chronological list of women's Grand Slam tennis champions
Martina Müller (footballer),Martina Müller (footballer),List of female golfers
Martina Moser,Martina Moser,Chronological list of women's Grand Slam tennis champions
Martina Navratilova,Martina Navratilova,List of female golfers
Martina Voss-Tecklenburg,Martina Voss-Tecklenburg,List of Olympic medalists in athletics (women)
Martina Weber,Martina Weber,List of female golfers
Mary Bea Porter,Mary Bea Porter,List of female golfers
Mary Beth Zimmerman,Mary Beth Zimmerman,List of Olympic medalists in athletics (women)
Mary Browne,Mary Browne,List of Olympic medalists in athletics (women)
Mary Carew,Mary Carew,List of Women's National Basketball Association players
Mary Carter Reitano,Mary Carter Reitano,List of Women's National Basketball Association players
Mary Decker,Mary Decker,List of female golfers
Mary Frizzell,Mary Frizzell,Chronological list of women's Grand Slam tennis champions
Mary Lena Faulk,Mary Lena Faulk,List of Olympic medalists in athletics (women)
Mary Lou Crocker,Mary Lou Crocker,List of Women's National Basketball Association players
Mary Lou Retton,Mary Lou Retton,List of Olympic medalists in athletics (women)
Mary Mills (golfer),Mary Mills (golfer),List of female golfers
Mary Onyali,Mary Onyali,List of female golfers
Mary Peters (athlete),Mary Peters (athlete),List of Olympic medalists in athletics (women)
Mary Pierce,Mary Pierce,List of sportswomen
Mary Rand,Mary Rand,List of Olympic medalists in athletics (women)
Mary Washburn,Mary Washburn,List of Olympic medalists in athletics (women)
Mary Wineberg,Mary Wineberg,List of sportswomen
Maryam Yusuf Jamal,Maryam Yusuf Jamal,Chronological list of women's Grand Slam tennis champions
Maryvonne Dupureur,Maryvonne Dupureur,List of Women's National Basketball Association players
Matee Ajavon,Matee Ajavon,List of female golfers
Maud Barger,Maud Barger,List of Women's National Basketball Association players
Maud Watson,Maud Watson,List of FIFA Women's World Cup goalscorers
Maureen Caird,Maureen Caird,List of female golfers
Maureen Connolly Brinker,Maureen Connolly Brinker,List of Olympic medalists in athletics (women)
Maureen Gardner,Maureen Gardner,List of FIFA Women's World Cup goalscorers
Maureen Madill,Maureen Madill,List of Olympic medalists in athletics (women)
Maureen Orcutt,Maureen Orcutt,List of Women's National Basketball Association players
Maurren Maggi,Maurren Maggi,List of FIFA Women's World Cup goalscorers
May Hezlet,May Hezlet,List of Olympic medalists in athletics (women)
May Sutton,May Sutton,List of female golfers
Maya Gabeira,Maya Gabeira,List of FIFA Women's World Cup goalscorers
Maya Moore,Maya Moore,List of FIFA Women's World Cup goalscorers
Maylana Martin,Maylana Martin,List of female golfers
Mayumi Hirase,Mayumi Hirase,List of Olympic medalists in athletics (women)
Meaghan Francella,Meaghan Francella,List of Olympic medalists in athletics (women)
Meena Lee,Meena Lee,List of female golfers
Meg Farquhar,Meg Farquhar,List of Women's National Basketball Association players
Meg Mallon,Meg Mallon,List of Women's National Basketball Association players
Megan Compain,Megan Compain,List of FIFA Women's World Cup goalscorers
Megan Duffy,Megan Duffy,List of Olympic medalists in athletics (women)
Megan Frazee,Megan Frazee,List of Olympic medalists in athletics (women)
Megan Gustafson,Megan Gustafson,List of Olympic medalists in athletics (women)
Megan Huff,Megan Huff,List of FIFA Women's World Cup goalscorers
Megan Mahoney,Megan Mahoney,Chronological list of women's Grand Slam tennis champions
Megan Rapinoe,Megan Rapinoe,List of Olympic medalists in athletics (women)
Megumi Fujii,Megumi Fujii,List of female golfers
Megumi Yabushita,Megumi Yabushita,Chronological list of women's Grand Slam tennis champions
Mei Yamaguchi,Mei Yamaguchi,List of sportswomen
Mei-Chi Cheng,Mei-Chi Cheng,List of Olympic medalists in athletics (women)
Meighan Simmons,Meighan Simmons,List of Women's National Basketball Association players
Mel Clarke,Mel Clarke,List of female golfers
Melaine Walker,Melaine Walker,List of Olympic medalists in athletics (women)
Melanie Behringer,Melanie Behringer,List of Women's National Basketball Association players
Melanie Leupolz,Melanie Leupolz,List of sportswomen
Melisa Can,Melisa Can,List of Olympic medalists in athletics (women)
Melissa Herrera,Melissa Herrera,List of Olympic medalists in athletics (women)
Melissa McNamara,Melissa McNamara,List of Olympic medalists in athletics (women)
Melissa Morrison,Melissa Morrison,List of Olympic medalists in athletics (women)
Melissa Reid,Melissa Reid,List of Olympic medalists in athletics (women)
